2 16
0 0 0 0 15 15
0 0 0 1 10 6
0 0 0 1 6 6
0 0 0 10 0 3
0 0 0 11 0 10
0 0 0 11 10 6
0 0 0 11 6 6
0 0 0 15 0 10
0 0 0 15 10 6
0 0 0 15 6 6
0 0 0 6 3 3
0 0 1 0 0 15
0 0 1 1 11 0
0 0 1 3 2 0
0 0 10 2 0 1
0 0 10 3 0 1
0 0 15 0 0 3
0 0 15 0 3 3
0 0 3 0 0 15
0 0 3 0 3 0
0 0 3 1 0 1
0 0 3 1 1 1
0 0 3 3 2 0
0 0 6 1 1 1
0 0 6 2 1 1
0 0 6 3 1 1
0 15 0 0 0 3
0 15 0 0 3 7
0 15 0 0 7 7
0 3 15 0 3 3
0 3 4 0 0 3
0 3 7 0 3 3
0 4 0 0 0 3
0 7 0 0 0 3
0 7 0 0 3 3
1 0 0 1 0 1
1 0 0 11 0 1
1 0 1 0 0 0
1 0 11 2 1 2
1 0 11 2 2 2
1 1 1 0 0 0
1 1 11 2 1 2
1 1 11 2 2 2
1 10 2 1 1 1
1 11 2 2 1 1
10 0 0 1 0 1
10 0 0 11 0 1
11 0 0 0 0 11
11 0 1 11 1 11
11 1 1 14 1 11
11 10 2 9 11 9
11 11 2 14 11 9
11 11 2 9 9 9
14 1 2 3 11 14
14 11 2 3 14 14
14 11 2 3 2 9
14 11 2 9 14 9
14 11 2 9 9 9
14 2 2 3 14 14
14 9 2 3 14 14
14 9 2 3 9 14
15 0 0 0 0 11
15 10 3 3 11 14
15 6 3 7 14 14
2 0 1 0 0 0
2 0 11 0 0 2
2 0 11 2 1 2
2 1 1 0 0 0
2 1 11 2 1 2
2 1 14 0 2 2
2 1 14 3 2 2
2 1 2 0 0 0
2 1 9 2 2 2
2 2 14 0 2 2
2 2 14 3 2 2
2 2 2 0 0 0
2 2 9 0 0 2
2 2 9 0 3 2
2 2 9 2 0 2
2 2 9 2 2 2
2 2 9 3 0 2
3 0 0 1 0 1
3 0 0 3 0 1
3 0 1 0 0 0
3 0 1 11 1 11
3 0 1 11 11 11
3 0 11 0 0 2
3 0 3 0 0 0
3 0 4 0 0 0
3 1 14 3 2 2
3 11 0 0 0 3
3 14 0 0 3 3
3 2 0 0 3 3
3 2 3 0 0 0
3 2 9 3 0 2
3 2 9 3 2 2
3 3 0 0 0 4
3 3 0 0 3 3
3 3 4 0 0 3
3 4 0 0 0 3
3 9 0 3 4 3
4 3 0 0 0 4
6 3 1 14 1 11
6 3 1 14 11 11
6 3 1 9 1 11
7 14 3 3 3 9
7 14 3 3 9 9
9 11 2 14 11 9
9 11 2 9 1 9
9 14 0 4 3 9
9 14 3 4 3 9
9 9 2 14 9 9
9 9 2 3 14 14
9 9 2 3 9 14
9 9 2 9 14 9
9 9 2 9 9 9
