2 12
0 0 0 0 10 10
0 0 0 0 11 10
0 0 0 10 6 6
0 0 0 10 7 6
0 0 0 5 3 6
0 0 0 6 3 6
0 0 0 6 6 6
0 0 0 6 7 6
0 0 0 6 9 6
0 0 0 7 0 9
0 0 0 9 0 7
0 0 1 0 1 11
0 0 1 0 11 11
0 0 1 11 0 7
0 0 1 11 1 7
0 0 1 11 7 7
0 0 1 7 1 5
0 0 1 7 5 5
0 0 10 0 0 0
0 0 11 0 0 0
0 0 5 0 0 0
0 0 5 0 10 0
0 0 5 0 11 0
0 0 5 0 3 0
0 0 6 0 0 0
0 0 6 0 3 0
0 0 7 0 0 0
0 0 9 0 0 0
0 1 0 0 0 11
0 1 0 0 11 10
0 1 1 0 0 3
0 1 11 0 0 0
0 1 5 0 1 3
0 1 5 2 2 2
0 1 7 2 2 2
0 10 0 0 10 10
0 10 0 0 11 10
0 10 1 0 3 3
0 11 0 0 0 11
0 11 5 0 10 10
0 11 5 0 3 10
0 2 5 2 2 2
0 2 7 2 2 2
0 3 0 10 5 7
0 3 1 0 0 3
0 3 1 0 3 3
0 3 10 0 0 0
0 3 3 0 0 0
0 3 3 10 5 7
0 3 3 7 5 5
0 3 5 0 0 0
0 3 5 0 3 3
0 3 7 0 0 0
0 5 0 0 11 10
0 5 0 7 1 5
0 5 0 7 5 5
0 5 2 7 2 5
0 6 0 10 6 7
0 6 0 7 1 5
0 7 0 10 6 7
0 7 2 10 5 7
1 0 0 1 1 1
1 0 0 1 5 1
1 0 1 0 0 0
1 0 5 0 0 0
1 1 0 1 1 1
1 1 0 5 1 1
1 1 11 5 1 2
1 1 11 5 2 2
1 1 5 2 1 2
1 1 5 2 2 2
1 1 7 2 1 2
1 1 7 2 2 2
1 5 0 1 5 1
1 5 0 11 11 5
1 5 0 5 5 1
10 5 2 3 5 5
10 5 3 3 5 5
10 6 0 0 0 11
10 6 0 10 6 6
10 6 0 11 11 6
10 7 0 0 0 11
10 7 0 11 11 6
11 0 0 0 0 11
11 1 1 3 1 5
11 11 0 0 0 11
11 7 2 10 5 5
2 1 4 5 1 2
2 1 5 2 0 2
2 1 5 2 1 2
2 1 5 3 0 2
2 1 5 3 1 2
2 2 5 2 2 2
2 2 5 3 2 2
3 0 0 5 0 5
3 0 0 5 5 5
3 0 5 0 0 0
3 1 0 5 1 5
3 1 1 3 0 5
3 1 5 3 1 2
3 3 1 0 3 3
3 3 3 0 5 0
3 3 3 7 3 5
3 3 3 7 5 5
3 3 5 0 3 3
3 4 5 0 3 3
3 5 0 5 1 1
4 1 1 3 0 5
5 0 0 11 0 5
5 0 0 5 0 5
5 0 1 0 1 4
5 0 1 4 1 5
5 0 1 5 1 5
5 1 0 11 11 1
5 1 1 5 0 5
5 1 1 5 1 5
5 1 11 5 2 2
5 2 10 1 2 2
5 2 10 1 3 2
5 3 0 11 0 5
5 3 3 0 3 0
5 5 0 11 11 1
6 0 0 1 1 1
6 0 0 1 5 1
6 1 0 11 0 5
6 1 0 11 11 1
6 1 0 6 1 5
6 1 0 6 5 5
6 5 0 11 11 1
6 5 0 6 1 1
6 6 0 1 1 1
6 6 0 6 1 1
6 7 0 1 5 1
6 9 0 1 5 1
6 9 0 6 5 1
7 0 0 11 0 5
7 0 0 5 0 5
7 1 0 6 5 5
7 1 1 5 1 5
7 5 0 6 1 1
9 0 0 5 0 5
