2 16
0 0 0 0 11 9
0 0 0 0 12 9
0 0 0 12 1 1
0 0 0 12 12 12
0 0 0 8 0 8
0 0 0 9 0 8
0 0 0 9 1 1
0 0 0 9 12 12
0 0 0 9 5 1
0 0 1 0 0 9
0 0 1 9 0 8
0 0 11 0 0 9
0 0 11 8 0 1
0 0 12 1 12 13
0 0 12 3 13 13
0 0 12 3 5 1
0 0 2 0 1 0
0 0 2 0 9 3
0 0 3 0 0 9
0 0 5 0 0 9
0 0 8 1 0 9
0 0 8 1 1 1
0 0 8 9 0 1
0 0 9 0 1 3
0 0 9 0 12 3
0 0 9 0 13 3
0 1 1 0 0 0
0 1 3 2 6 2
0 1 5 0 0 0
0 1 9 1 0 0
0 1 9 2 1 1
0 1 9 5 0 1
0 11 0 0 0 11
0 11 8 1 0 0
0 12 3 2 6 2
0 12 5 2 4 2
0 2 0 0 11 2
0 2 0 0 2 2
0 2 0 2 10 2
0 2 2 0 0 0
0 2 3 2 4 2
0 3 0 9 0 1
0 3 1 1 0 0
0 3 10 9 0 1
0 3 2 0 0 0
0 8 1 12 14 12
0 8 1 2 1 5
0 8 1 2 10 2
0 8 1 5 0 5
0 8 9 11 0 5
0 8 9 12 14 12
0 8 9 5 0 5
0 8 9 5 14 12
0 9 0 0 0 11
0 9 0 0 11 2
0 9 0 0 2 2
0 9 1 9 0 5
0 9 11 0 0 0
0 9 12 12 1 5
0 9 5 0 0 0
1 0 0 14 0 1
1 0 0 6 0 1
1 0 14 14 0 1
1 0 14 8 0 1
1 0 4 6 1 1
1 0 6 0 0 1
1 0 6 6 0 1
1 1 1 4 0 3
1 1 10 1 0 3
1 1 6 1 1 1
1 1 6 6 1 1
1 1 6 8 1 1
1 12 8 1 8 5
1 5 0 1 0 1
1 6 6 3 3 1
1 8 8 1 1 5
1 8 8 1 4 5
1 9 1 8 0 4
12 1 12 8 6 6
12 1 13 6 6 6
12 1 8 4 14 6
12 1 8 6 14 6
12 12 5 6 6 8
12 14 1 8 14 6
14 0 0 0 0 6
14 0 0 14 0 14
14 0 0 6 0 14
14 0 14 1 0 8
14 1 8 4 6 6
2 1 0 11 0 10
2 1 1 0 0 3
2 1 5 2 1 1
2 1 5 3 3 1
2 1 9 11 0 1
2 10 1 0 0 3
2 10 9 11 0 4
2 3 1 4 0 3
2 4 0 11 0 1
2 5 5 2 5 1
2 5 5 3 3 1
2 6 5 3 3 1
2 8 1 2 8 5
2 8 1 3 3 5
2 8 4 3 4 5
3 1 4 0 0 3
3 1 6 2 6 1
3 13 6 2 5 5
3 3 0 0 0 3
3 3 4 0 0 3
3 4 0 0 0 3
3 5 6 2 6 1
3 6 0 0 0 4
4 14 4 0 0 3
4 6 0 0 0 4
4 6 6 0 0 3
5 1 8 5 6 1
5 14 1 3 0 4
5 6 6 3 3 1
5 8 5 5 6 8
5 8 6 3 3 1
5 8 6 6 1 8
5 8 8 1 1 1
6 1 14 4 0 1
6 1 14 8 6 1
6 1 6 5 1 1
6 1 6 6 1 1
6 1 6 8 6 1
6 14 1 4 6 5
6 6 5 5 8 8
6 6 6 3 3 1
6 6 6 5 4 8
8 0 0 1 0 14
8 0 0 14 0 14
8 0 6 0 0 14
8 1 8 8 6 6
8 14 14 4 0 4
8 14 5 4 1 8
8 14 8 1 4 6
8 5 4 3 3 6
8 6 1 3 3 6
8 6 4 3 4 6
8 8 1 3 3 6
8 9 0 14 0 1
9 0 1 9 0 10
9 0 14 1 0 8
9 1 13 2 6 6
9 12 1 2 8 6
9 12 12 2 8 6
9 5 0 11 0 1
